transcript_id,SRX2000912,SRX2000913,SRX2000916,SRX2000917
JVCI|rna_AFUA_6G02100-1,375,0,0,0
JVCI|rna_AFUA_6G02110-1,1237,1307,964,1112
MSTRG.7116.1,1039,1073,1419,1380
JVCI|rna_AFUA_6G02120-1,38,6,14,15
MSTRG.7117.1,208,293,579,291
JVCI|rna_AFUA_6G02130-1,1151,1098,244,519
JVCI|rna_AFUA_6G02150-1,0,0,0,0
JVCI|rna_AFUA_6G02160-1,0,0,0,0
JVCI|rna_AFUA_6G02140-1,162,160,159,154
MSTRG.7122.1,876,874,762,720
JVCI|rna_AFUA_6G02190-1,0,0,0,0
JVCI|rna_AFUA_6G02220-1,0,8,7,6
JVCI|rna_AFUA_6G02170-1,290,332,636,712
JVCI|rna_AFUA_6G02180-1,174,189,211,179
MSTRG.7126.1,238,49,53,122
MSTRG.7126.2,276,451,333,293
JVCI|rna_AFUA_6G02200-1,337,335,325,334
MSTRG.7130.1,70,67,135,149
MSTRG.7131.1,8,0,7,0
MSTRG.7132.1,108,518,240,203
MSTRG.7132.2,472,0,0,0
JVCI|rna_AFUA_6G02210-1,10,23,0,31
JVCI|rna_AFUA_6G02215-1,43,57,53,58
MSTRG.7133.1,1635,1533,1366,1372
MSTRG.7127.1,2080,2039,1765,1802
JVCI|rna_AFUA_6G02230-1,1051,911,536,450
MSTRG.7128.1,29,33,25,16
JVCI|rna_AFUA_6G02242-1,0,0,0,74
MSTRG.7136.1,702,749,362,256
MSTRG.7136.2,114,37,144,128
MSTRG.7137.1,1,0,0,1
MSTRG.7136.4,18,5,0,6
MSTRG.7134.1,722,680,933,925
JVCI|rna_AFUA_6G02260-1,19,20,23,6
JVCI|rna_AFUA_6G02270-1,228,239,178,194
MSTRG.7143.1,4,6,3,3
MSTRG.7146.2,0,17,17,0
MSTRG.7145.1,12,16,15,11
MSTRG.7146.1,78,65,66,68
MSTRG.7149.1,0,10,9,39
MSTRG.7149.2,0,8,17,1
MSTRG.7150.1,329,285,247,214
JVCI|rna_AFUA_6G02340-1,16,35,20,28
MSTRG.7150.3,25,6,28,0
JVCI|rna_AFUA_6G02350-1,0,0,0,0
MSTRG.7147.1,168,192,125,126
JVCI|rna_AFUA_6G02360-1,100,93,68,60
JVCI|rna_AFUA_6G02280-1,12958,12050,25407,24991
MSTRG.7140.1,268,235,267,257
JVCI|rna_AFUA_6G02290-1,779,614,962,909
MSTRG.7138.1,10,8,0,8
MSTRG.7142.1,879,564,374,447
JVCI|rna_AFUA_6G02300-1,316,715,0,0
MSTRG.7144.1,1622,1661,1775,1851
JVCI|rna_AFUA_6G02330-1,128,175,62,67
JVCI|rna_AFUA_6G02370-1,822,824,686,761
JVCI|rna_AFUA_6G02410-1,0,190,0,0
MSTRG.7151.1,1645,1523,1355,438
JVCI|rna_AFUA_6G02380-1,219,242,205,867
JVCI|rna_AFUA_6G02390-1,61,71,4,224
MSTRG.7154.1,11,23,4,2
JVCI|rna_AFUA_6G02400-1,79,81,347,358
MSTRG.7154.3,296,159,0,0
JVCI|rna_AFUA_6G02430-1,29,22,18,10
JVCI|rna_AFUA_6G02420-1,987,936,935,921
JVCI|rna_AFUA_6G02440-1,4027,3638,3601,3623
JVCI|rna_AFUA_6G02450-1,3772,3631,3059,3017
JVCI|rna_AFUA_6G02460-1,363,359,432,400
MSTRG.7161.1,924,860,1076,1121
JVCI|rna_AFUA_6G02470-1,10,12,0,0
MSTRG.7162.1,370,321,350,366
JVCI|rna_AFUA_6G02480-1,59,48,28,28
MSTRG.7163.1,110,150,178,105
MSTRG.7163.2,89,0,0,107
JVCI|rna_AFUA_6G02490-1,10,47,23,3
MSTRG.7164.1,468,509,764,764
JVCI|rna_AFUA_6G02510-1,2,1,0,0
MSTRG.7165.1,419,402,418,423
JVCI|rna_AFUA_6G02515-1,25,23,95,47
MSTRG.7159.1,267,252,152,102
JVCI|rna_AFUA_6G02535-1,179,176,21,78
MSTRG.7160.3,0,120,0,0
MSTRG.7158.1,4765,4326,4743,4789
JVCI|rna_AFUA_6G02520-1,7,6,6,5
JVCI|rna_AFUA_6G02530-1,521,309,325,349
MSTRG.7160.2,55,146,3,0
MSTRG.7160.4,8,1,0,4
JVCI|rna_AFUA_6G02575-1,9,12,6,0
JVCI|rna_AFUA_6G02580-1,13,10,12,13
MSTRG.7170.1,84,76,58,52
JVCI|rna_AFUA_6G02590-1,1,0,0,0
JVCI|rna_AFUA_6G02540-1,794,909,852,893
JVCI|rna_AFUA_6G02550-1,212,210,205,195
JVCI|rna_AFUA_6G02560-1,89,66,69,64
JVCI|rna_AFUA_6G02570-1,140,144,132,137
MSTRG.7171.2,0,0,172,0
JVCI|rna_AFUA_6G02600-1,0,0,0,0
MSTRG.7171.1,108,180,5,163
MSTRG.7171.4,354,190,311,285
JVCI|rna_AFUA_6G02610-1,78,76,49,52
MSTRG.7173.1,219,204,90,79
JVCI|rna_AFUA_6G02620-1,0,0,0,0
MSTRG.7174.1,825,1069,1538,785
MSTRG.7174.2,777,699,0,928
MSTRG.7174.3,115,194,14,39
JVCI|rna_AFUA_6G02630-1,0,4,0,13
MSTRG.7175.1,1257,1149,739,1551
MSTRG.7175.2,624,560,743,0
JVCI|rna_AFUA_6G02640-1,58,48,31,25
JVCI|rna_AFUA_6G02650-1,127,143,150,155
MSTRG.7178.1,183,175,118,134
JVCI|rna_AFUA_6G02660-1,5,4,9,7
MSTRG.7179.1,226,448,355,409
JVCI|rna_AFUA_6G02670-1,185,69,24,0
MSTRG.7180.2,0,0,0,101
JVCI|rna_AFUA_6G02680-1,65,3,0,238
MSTRG.7180.3,634,643,436,80
JVCI|rna_AFUA_6G02700-1,0,29,0,0
JVCI|rna_AFUA_6G02690-1,125,140,72,93
MSTRG.7184.1,572,546,371,417
JVCI|rna_AFUA_6G02720-1,0,0,0,0
MSTRG.7185.3,0,0,0,25
JVCI|rna_AFUA_6G02705-1,103,71,71,83
JVCI|rna_AFUA_6G02710-1,505,531,364,397
MSTRG.7185.1,127,117,120,114
MSTRG.7186.1,183,230,212,303
JVCI|rna_AFUA_6G02730-1,87,18,80,29
JVCI|rna_AFUA_6G02750-1,0,0,0,0
JVCI|rna_AFUA_6G02740-1,319,314,357,375
MSTRG.7190.1,3699,3269,4347,4087
MSTRG.7190.3,15,23,12,17
MSTRG.7191.1,476,497,307,455
JVCI|rna_AFUA_6G02760-1,83,60,45,18
JVCI|rna_AFUA_6G02770-1,32,35,90,24
JVCI|rna_AFUA_6G02780-1,0,0,0,0
MSTRG.7187.1,290,271,271,283
MSTRG.7188.2,387,136,182,354
MSTRG.7188.1,216,401,399,275
JVCI|rna_AFUA_6G02790-1,0,0,0,0
JVCI|rna_AFUA_6G02820-1,0,0,0,11
MSTRG.7196.3,0,0,0,0
MSTRG.7193.1,324,294,305,309
JVCI|rna_AFUA_6G02800-1,3514,3149,3751,3869
MSTRG.7194.1,2295,2112,2731,2119
JVCI|rna_AFUA_6G02810-1,735,836,253,899
MSTRG.7196.1,2659,2633,3038,2914
JVCI|rna_AFUA_6G02830-1,6,0,0,0
MSTRG.7197.1,261,365,259,338
JVCI|rna_AFUA_6G02840-1,134,44,132,25
JVCI|rna_AFUA_6G02845-1,25,18,14,16
MSTRG.7198.1,59,62,27,37
MSTRG.7199.1,26,15,9,12
MSTRG.7200.1,0,0,7,0
JVCI|rna_AFUA_6G02850-1,0,0,0,0
MSTRG.7201.1,3324,3312,1680,1688
MSTRG.7202.1,28,49,19,23
MSTRG.7202.2,23,25,6,19
MSTRG.7202.4,15,14,5,5
MSTRG.7202.3,10,17,13,0
MSTRG.7203.1,875,843,614,619
JVCI|rna_AFUA_6G02860-1,39,17,39,10
JVCI|rna_AFUA_6G02870-1,804,752,953,1013
MSTRG.7206.1,329,260,183,224
JVCI|rna_AFUA_6G02930-1,23,39,66,22
MSTRG.7207.1,46,54,60,48
JVCI|rna_AFUA_6G02900-1,24,24,26,21
MSTRG.7207.3,4,0,0,0
MSTRG.7207.4,405,486,275,560
JVCI|rna_AFUA_6G02910-1,295,327,612,441
JVCI|rna_AFUA_6G02920-1,763,728,750,821
MSTRG.7208.2,0,23,0,853
JVCI|rna_AFUA_6G02940-1,0,0,0,0
MSTRG.7208.1,1040,1176,833,3
JVCI|rna_AFUA_6G02950-1,84,64,46,54
JVCI|rna_AFUA_6G02960-1,418,394,472,467
MSTRG.7211.1,420,380,720,399
JVCI|rna_AFUA_6G02970-1,461,411,222,520
JVCI|rna_AFUA_6G02980-1,0,13,9,6
JVCI|rna_AFUA_6G02990-1,11,11,0,7
MSTRG.7216.1,96,327,102,148
JVCI|rna_AFUA_6G03010-1,306,76,273,248
MSTRG.7216.3,3,1,1,3
JVCI|rna_AFUA_6G03030-1,0,0,0,0
MSTRG.7214.3,0,0,0,50
JVCI|rna_AFUA_6G03020-1,54,52,27,22
JVCI|rna_AFUA_6G03025-1,868,753,939,814
MSTRG.7214.1,83,75,89,33
JVCI|rna_AFUA_6G03040-1,209,213,164,167
MSTRG.7219.1,24,21,10,0
JVCI|rna_AFUA_6G03050-1,0,96,0,79
MSTRG.7218.2,99,12,102,13
MSTRG.7220.1,2941,2599,2415,2394
JVCI|rna_AFUA_6G03080-1,29,43,28,21
JVCI|rna_AFUA_6G03090-1,50,62,73,63
JVCI|rna_AFUA_6G03060-1,235,235,236,253
MSTRG.7221.1,13,11,28,19
MSTRG.7224.1,154,255,196,185
JVCI|rna_AFUA_6G03070-1,106,0,0,0
JVCI|rna_AFUA_6G03120-1,29,29,18,13
MSTRG.7226.1,39,32,23,28
JVCI|rna_AFUA_6G03100-1,0,0,0,0
MSTRG.7225.1,2208,2108,1813,1726
JVCI|rna_AFUA_6G03110-1,179,195,145,0
MSTRG.7227.2,149,140,239,362
MSTRG.7228.1,2361,2047,225,244
JVCI|rna_AFUA_6G03130-1,61,90,39,0
MSTRG.7229.2,78,38,39,84
JVCI|rna_AFUA_6G03140-1,159,189,78,70
JVCI|rna_AFUA_6G03180-1,94,77,23,30
JVCI|rna_AFUA_6G03190-1,3,5,10,9
JVCI|rna_AFUA_6G03200-1,38,46,74,75
JVCI|rna_AFUA_6G03150-1,0,0,0,3
MSTRG.7232.1,247,376,584,611
JVCI|rna_AFUA_6G03160-1,384,249,150,41
MSTRG.7233.1,2603,2086,162,214
JVCI|rna_AFUA_6G03210-1,500,456,59,0
JVCI|rna_AFUA_6G03220-1,8,4,1,2
JVCI|rna_AFUA_6G03230-1,0,0,0,0
MSTRG.7235.1,33,38,38,34
JVCI|rna_AFUA_6G03240-1,344,330,250,246
JVCI|rna_AFUA_6G03260-1,0,0,0,2
JVCI|rna_AFUA_6G03252-1,206,233,107,126
MSTRG.7240.2,41,32,37,115
MSTRG.7240.3,140,113,78,0
JVCI|rna_AFUA_6G03290-1,1,3,1,1
JVCI|rna_AFUA_6G03300-1,3,7,4,4
JVCI|rna_AFUA_6G03310-1,14,7,2,5
JVCI|rna_AFUA_6G03280-1,0,5,5,5
MSTRG.7237.1,1354,1221,33,25
MSTRG.7241.1,156,119,33,2
JVCI|rna_AFUA_6G03320-1,243,269,0,15
JVCI|rna_AFUA_6G03330-1,0,0,0,0
MSTRG.7243.1,378,349,284,245
JVCI|rna_AFUA_6G03340-1,2,7,6,21
JVCI|rna_AFUA_6G03370-1,0,0,0,5
JVCI|rna_AFUA_6G03360-1,21,24,5,5
JVCI|rna_AFUA_6G03345-1,17,18,31,51
JVCI|rna_AFUA_6G03350-1,132,136,209,182
JVCI|rna_AFUA_6G03355-1,2,1,1,2
MSTRG.7247.1,14,9,8,9
JVCI|rna_AFUA_6G03390-1,5,10,4,0
JVCI|rna_AFUA_6G03380-1,77,81,28,29
JVCI|rna_AFUA_6G03400-1,674,660,394,442
MSTRG.7249.1,189,349,142,141
MSTRG.7249.2,171,0,0,0
JVCI|rna_AFUA_6G03420-1,356,313,107,101
MSTRG.7252.1,748,718,535,127
JVCI|rna_AFUA_6G03430-1,467,413,260,607
JVCI|rna_AFUA_6G03440-1,1437,1333,240,221
JVCI|rna_AFUA_6G03450-1,1012,930,189,186
MSTRG.7254.1,1212,1241,181,193
JVCI|rna_AFUA_6G03460-1,135,161,75,83
MSTRG.7256.1,105,1388,681,668
JVCI|rna_AFUA_6G03470-1,1257,0,0,0
JVCI|rna_AFUA_6G03480-1,280,50,47,24
MSTRG.7255.2,146,463,24,49
JVCI|rna_AFUA_6G03510-1,0,0,0,0
MSTRG.7258.1,35,853,166,159
JVCI|rna_AFUA_6G03490-1,856,0,0,0
MSTRG.7259.1,19,12,2,3
JVCI|rna_AFUA_6G03500-1,92,68,71,78
MSTRG.7261.1,264,225,226,198
MSTRG.7264.1,53,44,31,43
JVCI|rna_AFUA_6G03550-1,6,7,12,10
JVCI|rna_AFUA_6G03520-1,1035,1013,1182,1143
MSTRG.7263.1,507,457,5,221
MSTRG.7263.2,117,63,388,291
JVCI|rna_AFUA_6G03530-1,158,247,179,100
JVCI|rna_AFUA_6G03540-1,903,876,766,789
MSTRG.7266.1,2937,2636,5016,4907
JVCI|rna_AFUA_6G03560-1,27,22,18,18
JVCI|rna_AFUA_6G03570-1,311,364,240,240
JVCI|rna_AFUA_6G03580-1,756,905,708,747
JVCI|rna_AFUA_6G03630-1,42,27,22,16
MSTRG.7271.1,183,77,45,126
MSTRG.7271.2,21,74,0,0
JVCI|rna_AFUA_6G03640-1,4,11,70,0
MSTRG.7270.1,0,0,0,0
JVCI|rna_AFUA_6G03600-1,0,0,0,0
JVCI|rna_AFUA_6G03590-1,236,221,209,198
MSTRG.7270.2,316,280,215,204
JVCI|rna_AFUA_6G03620-1,350,359,608,592
JVCI|rna_AFUA_6G03660-1,72,181,118,310
MSTRG.7272.2,279,166,221,0
MSTRG.7273.1,1051,1029,1233,1173
JVCI|rna_AFUA_6G03670-1,23,17,8,10
JVCI|rna_AFUA_6G03685-1,2,1,2,2
JVCI|rna_AFUA_6G03680-1,771,714,486,498
MSTRG.7278.1,196,191,132,75
JVCI|rna_AFUA_6G03710-1,50,57,88,106
JVCI|rna_AFUA_6G03690-1,456,479,154,145
MSTRG.7277.2,46,0,0,0
MSTRG.7277.1,28,31,0,21
JVCI|rna_AFUA_6G03700-1,30,43,9,22
JVCI|rna_AFUA_6G03740-1,0,0,0,0
MSTRG.7280.1,132,129,84,102
JVCI|rna_AFUA_6G03720-1,4,9,12,9
JVCI|rna_AFUA_6G03730-1,1302,1139,1238,1209
JVCI|rna_AFUA_6G03790-1,125,121,87,86
JVCI|rna_AFUA_6G03800-1,50,49,48,44
MSTRG.7284.1,694,805,620,538
JVCI|rna_AFUA_6G03750-1,156,0,0,0
JVCI|rna_AFUA_6G03760-1,77,31,63,156
JVCI|rna_AFUA_6G03770-1,422,474,449,431
JVCI|rna_AFUA_6G03780-1,162,180,202,78
MSTRG.7283.1,155,138,70,190
MSTRG.7289.2,0,1144,0,0
MSTRG.7289.1,2055,470,3024,2229
JVCI|rna_AFUA_6G03810-1,750,755,220,797
MSTRG.7290.1,6761,5336,6071,6133
JVCI|rna_AFUA_6G03820-1,580,732,552,664
MSTRG.7290.3,446,938,1241,1017
JVCI|rna_AFUA_6G03830-1,181,122,175,257
MSTRG.7291.1,74,84,66,70
MSTRG.7291.2,9,6,0,0
MSTRG.7292.1,321,361,362,399
JVCI|rna_AFUA_6G03840-1,1,4,1,2
JVCI|rna_AFUA_6G03850-1,64,450,282,0
MSTRG.7287.2,617,149,130,439
JVCI|rna_AFUA_6G03855-1,1,1,1,1
MSTRG.7294.4,0,265,0,0
JVCI|rna_AFUA_6G03860-1,173,182,108,120
MSTRG.7294.1,141,283,410,412
JVCI|rna_AFUA_6G03870-1,170,0,0,0
MSTRG.7294.2,239,35,0,0
JVCI|rna_AFUA_6G03880-1,1,0,0,0
MSTRG.7294.6,2,1,0,0
JVCI|rna_AFUA_6G03890-1,1328,1393,278,294
JVCI|rna_AFUA_6G03900-1,198,215,163,188
JVCI|rna_AFUA_6G03930-1,0,0,0,0
MSTRG.7299.4,0,22,1,0
JVCI|rna_AFUA_6G03940-1,0,763,874,550
MSTRG.7296.1,195,203,161,96
MSTRG.7296.2,170,166,132,146
JVCI|rna_AFUA_6G03910-1,85,44,6,43
MSTRG.7295.1,5,0,1,2
JVCI|rna_AFUA_6G03920-1,40,29,21,23
MSTRG.7299.2,258,0,0,79
MSTRG.7299.1,72,278,213,126
MSTRG.7300.1,1477,819,513,965
MSTRG.7297.1,591,671,741,574
JVCI|rna_AFUA_6G03950-1,166,162,0,187
JVCI|rna_AFUA_6G03970-1,0,0,0,0
JVCI|rna_AFUA_6G03980-1,0,14,0,0
JVCI|rna_AFUA_6G03960-1,523,740,385,425
MSTRG.7303.3,244,163,0,0
MSTRG.7303.2,116,70,0,259
MSTRG.7303.1,47,151,430,221
MSTRG.7304.1,190,173,108,139
MSTRG.7304.3,30,47,36,0
JVCI|rna_AFUA_6G03990-1,372,532,328,340
MSTRG.7301.1,615,645,465,446
JVCI|rna_AFUA_6G04000-1,8,11,2,5
JVCI|rna_AFUA_6G04010-1,0,0,169,0
MSTRG.7306.1,1198,1365,997,1247
JVCI|rna_AFUA_6G04020-1,589,504,656,634
MSTRG.7309.2,0,0,127,0
MSTRG.7309.3,0,0,131,0
MSTRG.7309.1,979,926,658,981
MSTRG.7310.1,481,446,371,333
JVCI|rna_AFUA_6G04030-1,2,2,2,2
JVCI|rna_AFUA_6G04040-1,302,249,276,301
JVCI|rna_AFUA_6G04050-1,820,813,576,596
JVCI|rna_AFUA_6G04060-1,61,83,25,145
MSTRG.7311.2,372,354,429,292
JVCI|rna_AFUA_6G04070-1,78,0,72,135
MSTRG.7312.1,426,643,465,508
JVCI|rna_AFUA_6G04080-1,100,9,2,3
JVCI|rna_AFUA_6G04090-1,163,136,150,154
JVCI|rna_AFUA_6G04100-1,139,144,128,123
JVCI|rna_AFUA_6G04110-1,778,801,711,771
MSTRG.7318.1,568,475,543,563
JVCI|rna_AFUA_6G04120-1,2,2,1,1
JVCI|rna_AFUA_6G04140-1,165,167,79,92
MSTRG.7319.2,202,233,130,103
JVCI|rna_AFUA_6G04150-1,790,681,851,832
JVCI|rna_AFUA_6G04170-1,186,210,122,115
MSTRG.7317.1,426,394,339,333
JVCI|rna_AFUA_6G04180-1,5,19,18,16
JVCI|rna_AFUA_6G04190-1,294,306,172,214
JVCI|rna_AFUA_6G04220-1,0,0,0,0
JVCI|rna_AFUA_6G04240-1,0,0,0,0
JVCI|rna_AFUA_6G04200-1,703,677,679,658
MSTRG.7327.1,223,240,94,138
JVCI|rna_AFUA_6G04210-1,224,179,219,176
MSTRG.7328.1,279,260,342,343
MSTRG.7329.1,475,384,364,534
MSTRG.7329.2,266,348,267,83
JVCI|rna_AFUA_6G04230-1,17,23,11,7
MSTRG.7330.1,485,479,367,449
JVCI|rna_AFUA_6G04290-1,630,689,407,443
JVCI|rna_AFUA_6G04250-1,0,743,0,0
MSTRG.7324.1,825,252,318,688
MSTRG.7324.3,89,0,715,302
JVCI|rna_AFUA_6G04260-1,178,206,180,165
JVCI|rna_AFUA_6G04265-1,406,420,496,501
JVCI|rna_AFUA_6G04270-1,1395,1340,846,951
JVCI|rna_AFUA_6G04280-1,15,27,13,5
MSTRG.7332.2,14,5,0,11
MSTRG.7334.1,0,0,24,0
MSTRG.7334.3,0,0,43,0
MSTRG.7334.4,0,0,38,0
MSTRG.7334.2,2,33,21,5
MSTRG.7334.5,127,18,30,186
MSTRG.7334.6,43,144,98,39
MSTRG.7334.7,22,0,3,0
MSTRG.7333.1,6476,6526,9493,9912
JVCI|rna_AFUA_6G04300-1,2,2,2,2
JVCI|rna_AFUA_6G04310-1,0,334,0,0
MSTRG.7335.1,1618,1355,1158,1233
JVCI|rna_AFUA_6G04320-1,125,114,116,99
JVCI|rna_AFUA_6G04330-1,201,180,132,126
JVCI|rna_AFUA_6G04340-1,0,0,0,0
MSTRG.7338.1,30,36,14,16
MSTRG.7339.1,298,282,288,266
MSTRG.7343.3,0,0,1,0
JVCI|rna_AFUA_6G04350-1,0,0,0,0
MSTRG.7343.1,106,205,93,122
MSTRG.7343.2,117,0,56,51
JVCI|rna_AFUA_6G04360-1,117,160,93,102
JVCI|rna_AFUA_6G04370-1,3,2,3,0
MSTRG.7341.1,139,248,259,259
JVCI|rna_AFUA_6G04380-1,251,152,2,0
MSTRG.7345.1,304,274,232,174
MSTRG.7346.1,623,655,357,397
JVCI|rna_AFUA_6G04390-1,13,7,6,0
JVCI|rna_AFUA_6G04400-1,457,443,292,274
JVCI|rna_AFUA_6G04410-1,310,283,331,319
JVCI|rna_AFUA_6G04420-1,272,242,258,210
MSTRG.7349.2,12,32,23,54
JVCI|rna_AFUA_6G04430-1,810,703,741,695
JVCI|rna_AFUA_6G04440-1,155,182,98,103
JVCI|rna_AFUA_6G04460-1,0,0,0,1
JVCI|rna_AFUA_6G04470-1,0,0,0,0
JVCI|rna_AFUA_6G04450-1,47,59,73,67
MSTRG.7353.1,136,113,239,224
MSTRG.7348.1,192,208,160,150
MSTRG.7355.1,0,4,8,4
MSTRG.7354.1,387,243,235,307
JVCI|rna_AFUA_6G04490-1,11,205,87,6
MSTRG.7356.1,65,54,54,42
JVCI|rna_AFUA_6G04550-1,0,0,0,0
MSTRG.7359.3,0,0,0,0
MSTRG.7359.1,139,140,220,171
JVCI|rna_AFUA_6G04560-1,0,19,17,0
MSTRG.7361.1,582,496,513,606
JVCI|rna_AFUA_6G04520-1,0,0,0,0
MSTRG.7365.3,0,50,0,0
MSTRG.7357.1,862,998,885,848
JVCI|rna_AFUA_6G04500-1,31,17,14,8
JVCI|rna_AFUA_6G04510-1,553,479,501,440
MSTRG.7364.1,142,137,108,141
MSTRG.7364.2,70,129,0,0
MSTRG.7365.1,696,886,704,819
JVCI|rna_AFUA_6G04530-1,265,24,168,102
MSTRG.7366.1,12,10,10,13
MSTRG.7366.2,817,885,1304,1330
JVCI|rna_AFUA_6G04540-1,395,296,127,142
MSTRG.7367.1,5,7,2,2
MSTRG.7368.1,44,32,39,41
JVCI|rna_AFUA_6G04590-1,141,144,181,163
JVCI|rna_AFUA_6G04600-1,236,228,263,245
JVCI|rna_AFUA_6G04570-1,6988,6707,7792,8231
JVCI|rna_AFUA_6G04580-1,845,865,868,942
JVCI|rna_AFUA_6G04640-1,0,64,0,0
MSTRG.7370.1,555,480,580,649
JVCI|rna_AFUA_6G04610-1,8,26,50,8
MSTRG.7371.1,703,681,843,743
JVCI|rna_AFUA_6G04620-1,6,5,4,5
JVCI|rna_AFUA_6G04630-1,203,185,181,169
MSTRG.7375.1,298,211,145,157
MSTRG.7372.1,418,362,111,90
MSTRG.7376.2,0,58,0,2
JVCI|rna_AFUA_6G04650-1,385,374,311,368
JVCI|rna_AFUA_6G04660-1,160,161,79,97
MSTRG.7378.1,216,181,142,72
JVCI|rna_AFUA_6G04670-1,24,29,0,93
MSTRG.7377.1,74,70,76,68
JVCI|rna_AFUA_6G04680-1,292,277,282,356
JVCI|rna_AFUA_6G04690-1,224,188,102,93
JVCI|rna_AFUA_6G04700-1,592,547,780,700
JVCI|rna_AFUA_6G04705-1,338,313,219,200
MSTRG.7384.1,6,3,0,6
JVCI|rna_AFUA_6G04720-1,0,0,0,0
MSTRG.7383.1,26,42,11,20
JVCI|rna_AFUA_6G04710-1,165,244,87,116
MSTRG.7386.1,340,347,340,339
JVCI|rna_AFUA_6G04840-1,237,224,132,131
JVCI|rna_AFUA_6G04850-1,131,112,92,123
MSTRG.7399.1,425,461,546,530
JVCI|rna_AFUA_6G04870-1,133,143,108,99
MSTRG.7401.1,244,670,839,845
JVCI|rna_AFUA_6G04860-1,461,0,0,0
MSTRG.7402.1,870,996,571,703
JVCI|rna_AFUA_6G04880-1,32,98,13,0
JVCI|rna_AFUA_6G04730-1,0,0,1087,0
JVCI|rna_AFUA_6G04760-1,0,5,5,10
JVCI|rna_AFUA_6G04800-1,0,0,0,0
MSTRG.7387.1,885,912,16,1199
MSTRG.7388.1,11015,10441,11485,11835
JVCI|rna_AFUA_6G04740-1,369,152,475,326
JVCI|rna_AFUA_6G04750-1,359,387,275,242
MSTRG.7393.1,578,551,557,562
MSTRG.7394.1,101,106,86,102
JVCI|rna_AFUA_6G04770-1,14,31,26,29
JVCI|rna_AFUA_6G04780-1,383,358,348,389
JVCI|rna_AFUA_6G04790-1,756,716,853,827
MSTRG.7391.1,1210,1051,1384,1185
MSTRG.7391.2,103,63,216,259
JVCI|rna_AFUA_6G04810-1,16,4,11,3
JVCI|rna_AFUA_6G04820-1,715,749,572,501
JVCI|rna_AFUA_6G04830-1,373,399,162,181
JVCI|rna_AFUA_6G04900-1,0,78,0,0
MSTRG.7403.1,12,581,693,671
MSTRG.7403.2,585,0,0,0
JVCI|rna_AFUA_6G04890-1,1,3,1,2
MSTRG.7400.1,113,28,103,72
JVCI|rna_AFUA_6G04910-1,308,335,246,256
JVCI|rna_AFUA_6G04930-1,408,338,374,357
MSTRG.7406.1,4947,1727,3062,2724
MSTRG.7406.2,851,638,0,3
JVCI|rna_AFUA_6G04920-1,469,3209,239,464
JVCI|rna_AFUA_6G04940-1,590,638,721,773
MSTRG.7409.1,313,292,268,270
JVCI|rna_AFUA_6G04950-1,8,5,9,10
JVCI|rna_AFUA_6G04960-1,142,134,149,121
MSTRG.7407.1,34,0,22,26
MSTRG.7407.2,2,21,0,7
JVCI|rna_AFUA_6G04970-1,6369,5972,4191,4350
JVCI|rna_AFUA_6G04980-1,220,235,180,176
MSTRG.7416.1,63,56,25,26
MSTRG.7415.1,395,353,369,302
MSTRG.7415.2,272,351,146,225
JVCI|rna_AFUA_6G05110-1,385,289,268,253
JVCI|rna_AFUA_6G05000-1,0,47,18,14
MSTRG.7414.2,0,170,0,0
MSTRG.7414.3,0,0,217,0
JVCI|rna_AFUA_6G05010-1,0,0,0,0
JVCI|rna_AFUA_6G05040-1,0,0,0,0
MSTRG.7425.2,0,0,0,47
JVCI|rna_AFUA_6G04990-1,173,215,130,134
MSTRG.7413.1,707,577,548,556
MSTRG.7414.1,958,833,541,734
MSTRG.7414.4,8,0,0,2
MSTRG.7422.1,230,454,456,447
JVCI|rna_AFUA_6G05020-1,287,0,0,3
JVCI|rna_AFUA_6G05030-1,178,148,174,193
MSTRG.7424.1,345,287,271,310
MSTRG.7425.1,188,154,197,145
JVCI|rna_AFUA_6G05045-1,1,6,1,3
JVCI|rna_AFUA_6G05050-1,614,619,654,545
MSTRG.7426.2,182,112,114,176
JVCI|rna_AFUA_6G05060-1,140,144,82,100
MSTRG.7428.1,264,176,356,146
JVCI|rna_AFUA_6G05070-1,96,172,0,214
MSTRG.7428.3,16,0,0,3
MSTRG.7429.1,309,308,185,143
JVCI|rna_AFUA_6G05080-1,397,333,266,340
JVCI|rna_AFUA_6G05090-1,275,268,176,191
MSTRG.7417.1,107,88,134,249
MSTRG.7417.2,276,236,181,61
JVCI|rna_AFUA_6G05100-1,274,152,164,141
MSTRG.7418.2,386,496,247,278
JVCI|rna_AFUA_6G05120-1,0,7,10,13
MSTRG.7419.1,3544,3722,2710,2912
MSTRG.7420.1,562,514,513,600
JVCI|rna_AFUA_6G05130-1,57,17,93,10
JVCI|rna_AFUA_6G05140-1,542,558,494,604
MSTRG.7431.3,0,5,19,0
MSTRG.7431.1,35,59,58,82
MSTRG.7431.2,42,0,0,0
JVCI|rna_AFUA_6G05150-1,0,4,0,0
MSTRG.7432.1,1156,1781,1181,774
MSTRG.7432.2,956,311,790,1369
MSTRG.7433.1,14,31,29,23
MSTRG.7434.1,9,0,2,8
MSTRG.7437.1,712,791,1317,821
MSTRG.7437.2,547,869,190,1567
JVCI|rna_AFUA_6G05160-1,71,59,90,118
MSTRG.7437.4,1162,835,1327,670
